Repair Level,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence,property_magnitude,age,age_cat,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
0.0,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491,0.7155688622754491
0.1,0.718562874251497,0.7305389221556886,0.718562874251497,0.7245508982035929,0.6706586826347305,0.7095808383233533,0.7215568862275449,0.7035928143712575,0.7215568862275449,0.7155688622754491,0.718562874251497,0.7155688622754491,0.6826347305389222,0.7215568862275449,0.7215568862275449,0.7245508982035929,0.7125748502994012,0.7215568862275449,0.718562874251497,0.7125748502994012,0.7125748502994012
0.2,0.7155688622754491,0.6946107784431138,0.7095808383233533,0.7365269461077845,0.7005988023952096,0.7125748502994012,0.7095808383233533,0.7035928143712575,0.6976047904191617,0.7275449101796407,0.7215568862275449,0.7155688622754491,0.6946107784431138,0.718562874251497,0.7005988023952096,0.7125748502994012,0.7125748502994012,0.7125748502994012,0.7035928143712575,0.7095808383233533,0.7095808383233533
0.30000000000000004,0.7215568862275449,0.7215568862275449,0.6976047904191617,0.7005988023952096,0.6796407185628742,0.7125748502994012,0.7155688622754491,0.7095808383233533,0.7065868263473054,0.7125748502994012,0.7215568862275449,0.7125748502994012,0.688622754491018,0.688622754491018,0.718562874251497,0.7065868263473054,0.7455089820359282,0.688622754491018,0.7005988023952096,0.7245508982035929,0.718562874251497
0.4,0.7215568862275449,0.7215568862275449,0.6706586826347305,0.7155688622754491,0.6796407185628742,0.7125748502994012,0.7095808383233533,0.7005988023952096,0.7065868263473054,0.6946107784431138,0.7305389221556886,0.6946107784431138,0.7245508982035929,0.7155688622754491,0.6826347305389222,0.7095808383233533,0.7335329341317365,0.6766467065868264,0.7275449101796407,0.7005988023952096,0.7425149700598802
0.5,0.7065868263473054,0.7305389221556886,0.6946107784431138,0.6976047904191617,0.7155688622754491,0.7005988023952096,0.7005988023952096,0.6826347305389222,0.6766467065868264,0.7125748502994012,0.7035928143712575,0.7035928143712575,0.7125748502994012,0.7065868263473054,0.7275449101796407,0.6976047904191617,0.7395209580838323,0.6826347305389222,0.7155688622754491,0.6946107784431138,0.6856287425149701
0.6,0.6946107784431138,0.688622754491018,0.7035928143712575,0.688622754491018,0.7395209580838323,0.7365269461077845,0.7155688622754491,0.6856287425149701,0.7215568862275449,0.6826347305389222,0.688622754491018,0.718562874251497,0.6916167664670658,0.7005988023952096,0.7035928143712575,0.6946107784431138,0.7215568862275449,0.6526946107784432,0.7065868263473054,0.7035928143712575,0.7155688622754491
0.7,0.7335329341317365,0.6706586826347305,0.7065868263473054,0.6916167664670658,0.7065868263473054,0.7125748502994012,0.6976047904191617,0.7035928143712575,0.7125748502994012,0.7035928143712575,0.6946107784431138,0.6916167664670658,0.7005988023952096,0.6976047904191617,0.7065868263473054,0.688622754491018,0.7335329341317365,0.7035928143712575,0.718562874251497,0.7065868263473054,0.6676646706586826
0.7999999999999999,0.7215568862275449,0.718562874251497,0.6736526946107785,0.6916167664670658,0.7215568862275449,0.6856287425149701,0.6826347305389222,0.6766467065868264,0.7455089820359282,0.6796407185628742,0.6856287425149701,0.6946107784431138,0.7065868263473054,0.6586826347305389,0.7035928143712575,0.688622754491018,0.7125748502994012,0.6856287425149701,0.7365269461077845,0.7065868263473054,0.6706586826347305
0.8999999999999999,0.7125748502994012,0.6946107784431138,0.6676646706586826,0.7155688622754491,0.7035928143712575,0.6916167664670658,0.6736526946107785,0.7005988023952096,0.7125748502994012,0.6766467065868264,0.718562874251497,0.6766467065868264,0.6766467065868264,0.688622754491018,0.6916167664670658,0.7035928143712575,0.7455089820359282,0.6616766467065869,0.7095808383233533,0.7035928143712575,0.6736526946107785
0.9999999999999999,0.7035928143712575,0.6946107784431138,0.6946107784431138,0.6976047904191617,0.6916167664670658,0.7035928143712575,0.6616766467065869,0.6706586826347305,0.718562874251497,0.6736526946107785,0.6856287425149701,0.7395209580838323,0.6916167664670658,0.6616766467065869,0.6946107784431138,0.6916167664670658,0.7155688622754491,0.6497005988023952,0.7005988023952096,0.6826347305389222,0.6706586826347305
