Repair Level,Disease,Fever,Cough,Fatigue,Difficulty Breathing,Age,Gender,Blood Pressure,Cholesterol Level
0.0,0.7606837606837606,0.7606837606837606,0.7606837606837606,0.7606837606837606,0.7606837606837606,0.7606837606837606,0.7606837606837606,0.7606837606837606,0.7606837606837606
0.1,0.6752136752136753,0.6666666666666666,0.7435897435897436,0.6752136752136753,0.6752136752136753,0.6923076923076923,0.6923076923076923,0.7350427350427351,0.6410256410256411
0.2,0.6068376068376068,0.6837606837606838,0.7350427350427351,0.6410256410256411,0.6068376068376068,0.7094017094017094,0.7521367521367521,0.6923076923076923,0.6923076923076923
0.30000000000000004,0.6752136752136753,0.7094017094017094,0.6837606837606838,0.6923076923076923,0.6666666666666666,0.6923076923076923,0.6923076923076923,0.7008547008547008,0.6837606837606838
0.4,0.6752136752136753,0.6837606837606838,0.7777777777777778,0.6837606837606838,0.7008547008547008,0.6837606837606838,0.6752136752136753,0.7606837606837606,0.6581196581196581
0.5,0.6068376068376068,0.7008547008547008,0.7008547008547008,0.6239316239316239,0.6324786324786325,0.6068376068376068,0.5811965811965812,0.6752136752136753,0.6153846153846154
0.6,0.5982905982905983,0.6752136752136753,0.6752136752136753,0.6410256410256411,0.5982905982905983,0.6324786324786325,0.5726495726495726,0.6495726495726496,0.6752136752136753
0.7,0.5726495726495726,0.6324786324786325,0.6837606837606838,0.6324786324786325,0.5811965811965812,0.6752136752136753,0.6324786324786325,0.5897435897435898,0.6239316239316239
0.7999999999999999,0.5299145299145299,0.6239316239316239,0.7606837606837606,0.6068376068376068,0.5726495726495726,0.6068376068376068,0.6239316239316239,0.6581196581196581,0.6068376068376068
0.8999999999999999,0.5384615384615384,0.6752136752136753,0.7008547008547008,0.6666666666666666,0.5811965811965812,0.6068376068376068,0.6581196581196581,0.6324786324786325,0.6324786324786325
0.9999999999999999,0.5299145299145299,0.6666666666666666,0.6410256410256411,0.6153846153846154,0.6068376068376068,0.6068376068376068,0.7008547008547008,0.5982905982905983,0.5470085470085471
